,Abstract,Task 1
1104,"This paper investigates and evaluates support vector machine active learning algorithms for use with imbalanced datasets, which commonly arise in many applications such as information extraction applications.",BACKGROUND/OBJECTIVES/METHODS
1106,"Three algorithms (ClosestPA, QBagPA, and QBoostPA) are presented and carefully evaluated on datasets for text classification and relation extraction.",OBJECTIVES/METHODS
1111,"In this paper, we undertake a systematic literature review to aggregate, analyze and classify the existing software optimization methods for parallel computing systems.",OBJECTIVES/METHODS
1112,We review approaches that use machine learning or meta-heuristics for software optimization at compile-time and run-time.,OBJECTIVES/METHODS
1113,"Additionally, we discuss challenges and future research directions.",OBJECTIVES/METHODS
1121,"In this paper, we address these challenges by, first, introducing a new mixture model for link RSS as a function of a person's location, and second, providing the framework to update model parameters without ever being provided labeled data from either empty-area or known-location classes.",OBJECTIVES/METHODS
1129,"In this paper, we design network quantization schemes that minimize the performance loss due to quantization given a compression ratio constraint.",OBJECTIVES
1134,"In this paper, we analyze efficacy of the fast gradient sign method (FGSM) and the Carlini-Wagner's L2 (CW-L2) attack.",BACKGROUND/OBJECTIVES
1139,The determination of logarithmic dependence of letters sequence for one-language and two-language texts are examined.,OBJECTIVES
1143,"Motivation: In this paper we present the latest release of EBIC, a next-generation biclustering algorithm for mining genetic data.",OBJECTIVES
1153,"This paper suggests that the value discrepancies among features in deep convolutional feature maps contain plenty of useful spatial information, and proposes a simple approach to extract the information for fast region proposal generation in testing.",OBJECTIVES
1160,"Taking inspiration from human communication, which utilizes inherent variations in the voice signatures to identify a certain speaker, we present RF- PUF: a deep neural network-based framework that allows real-time authentication of wireless nodes, using the effects of inherent process variation on RF properties of the wireless transmitters (Tx), detected through in-situ machine learning at the receiver (Rx) end.",OBJECTIVES
1167,We investigate the impact of sensing models on network coverage.,OBJECTIVES
1168,We also investigate network coverage based on Poisson node distribution.,OBJECTIVES
1169,A comparative study between regular and random node placement has also been presented in this paper.,OBJECTIVES
1171,"We present a novel control policy, called Predictive Network Control (PNC) to control wireless communication networks (on packet level), based on paradigms of Model Predictive Control (MPC).",OBJECTIVES/METHODS/CONCLUSIONS
1175,"Robustness of hybrid control systems to measurement noise, actuator disturbances, and more generally perturbations, is analyzed.",BACKGROUND/OBJECTIVES
1176,The relationship between the robustness of a hybrid control system and of its implementations is emphasized.,OBJECTIVES/METHODS
1185,"In this work we provide an analytical understanding, corroborated by numerical simulations, about the conditions for infected stable state in weighted networks.",OBJECTIVES/METHODS
1194,"We argue that, besides measuring the amount of reordering, it is important to understand which kinds of reordering occur in a given language pair.",OBJECTIVES
1199,"In this paper, we allude to the radius margin bounds described for a support vector machine (SVM) with hinge loss, apply the same to the deep feed-forward architectures and derive the Vapnik-Chervonenkis (VC) bounds which are different from the earlier bounds proposed in terms of number of weights of the network.",OBJECTIVES/METHODS
1203,The following paper focuses on the definition of differences between network snapshots by means of Graph Differential Tuple.,OBJECTIVES
1204,These differences enable to calculate the diverse distance measures as well as to investigate the speed of changes.,OBJECTIVES
1206,"This paper presents a method based on linear programming for trajectory planning of automated vehicles, combining obstacle avoidance, time scheduling for the reaching of waypoints and time-optimal traversal of tube-like road segments.",OBJECTIVES
