,Abstract,Task 1
1899,"We conduct comprehensive experiments on the two benchmark datasets, demonstrating that our model achieves state-of-the-art performance and verifying the benefit of considering visual relation facts.",RESULTS/CONCLUSIONS
1910,Our analyses and experiments suggest specific future directions in this research area.,CONCLUSIONS
1921,Simulation results demonstrate that RBEBP can effectively reduce total energy depletion and considerably extend lifespan of the network as compared to LEACH protocol.,CONCLUSIONS
1922,RBEBP also minimize the problem of energy holes in monitored area and improve the throughput of the network,CONCLUSIONS
1931,"Immersion provides benefits beyond the traditional desktop visualization tools: it leads to a demonstrably better perception of a datascape geometry, more intuitive data understanding, and a better retention of the perceived relationships in the data.",CONCLUSIONS
1939,The proposed framework meets a diverse range of QoS demands from heterogeneous cores.,CONCLUSIONS
1953,"In comparison with prior work, the proposed approach can bring more than a four-fold increase in the number of supported femtocells while using cooperative Q-learning to reduce resource allocation overhead.",RESULTS/CONCLUSIONS
1965,"Experiments on three real datasets show that DDSH can outperform other state-of-the-art baselines, including both discrete hashing and deep hashing baselines, for image retrieval.",RESULTS/CONCLUSIONS
1992,"We show the results of experiments on collections of scientific papers, in which the proposed method outperformed conventional models.",RESULTS/CONCLUSIONS
1993,"Moreover, we show an example of extracted topic structures, which we found helpful for analyzing research activities.",RESULTS/CONCLUSIONS
1996,The essence of the approach arises from analogy with the Fourier transform.,METHODS/RESULTS/CONCLUSIONS
1998,The decomposition technique is applied to the information stream dedicated to Brexit.,RESULTS/CONCLUSIONS
1999,We provide a comparison between the principal components obtained by applying the decomposition to Brexit stream and the related topics extracted by Google Trends.,CONCLUSIONS
2033,Our learned representations compare favorably with competitor methods and facilitate downstream tasks on the real world data.,CONCLUSIONS
2042,Our extensive experiments show state-of-the-art results of monocular depth estimation on KITTI dataset.,CONCLUSIONS
2077,"In this paper, we consider this problem, and (i) develop a network coding framework, namely NCMI, for cooperative mobile devices in the joint cellular and D2D setup, where cellular and D2D link capacities are the same, and (ii) characterize the performance of the proposed network coding framework, where we use packet completion time, which is the number of transmission slots to recover all packets, as a performance metric.",METHODS/RESULTS/CONCLUSIONS
2091,"We get appealing results in both tasks, which shows the independence prior is useful for instance segmentation and it is possible to unsupervisedly learn instance masks with only one image.",RESULTS/CONCLUSIONS
2130,"Each research category is described and the main works, discoveries and perspectives are highlighted.",RESULTS/CONCLUSIONS
2135,"Hence, trade ratio maximization implies efficiency maximization of our system.",CONCLUSIONS
2141,Results confirm the effectiveness of the coherence-based postfilter when integrated into the front-end signal enhancement.,RESULTS/CONCLUSIONS
2152,This paper presents a novel mechanism to endogenously determine the fair division of a state into electoral districts in a two-party setting.,CONCLUSIONS
2163,We present the results of performance tests and show that using GPU one can obtain speedups of about of approximately 80 times comparing with a CPU implementation.,METHODS/RESULTS/CONCLUSIONS
2181,Experiments across a range of datasets and network architectures show that this loss always reduces overfitting while almost always maintaining or increasing generalization performance and often improving performance over Dropout.,RESULTS/CONCLUSIONS
2194,"Therefore, improving the battery cells might not solve the energy consumption in WBSN.",RESULTS/CONCLUSIONS
2204,"We introduce Hair-GANs, an architecture of generative adversarial networks, to recover the 3D hair structure from a single image.",CONCLUSIONS
2210,The efficacy of our method is demonstrated by using a variety of hairstyles and comparing with the prior art.,CONCLUSIONS
2215,We demonstrate that this framework generates a sequence of images that match the given conditioning information and that this task is useful for more detailed benchmarking and analysis of conditional image generation methods.,RESULTS/CONCLUSIONS
2218,"We show that the expected cumulative regret for these algorithms under either of the environments is upper bounded by sublinear functions of time, i.e., the time average of the regret asymptotically converges to zero.",RESULTS/CONCLUSIONS
