,Abstract,Task 1
981,The results show that our approach obtained a 15% relative improvement compared with the official GMM-based method of DCASE 2016 challenge.,RESULTS/CONCLUSIONS
988,"Specifically, we give an elementary and fairly short proof of the following asymptotic result: The sum of (log p)/p, taken over all primes p not exceeding n, is asymptotic to log n as n tends to infinity.",RESULTS
989,We also give finite-n bounds refining the above limit.,RESULTS
995,"In particular, we show how to build public key encryption schemes from dihedral group rings, which maintains the efficiency of the ring-LWE and improves its security.",RESULTS
1004,It is shown to outperform conventional methods by several orders of magnitude in precision.,RESULTS
1010,We analyze the bandwidth of networks constrained to have certain architectures.,RESULTS
1011,We characterize systems whose bandwidths scale as the ratio between the numbers of loads and sources.,RESULTS
1014,We provide applications to wireless transmitters where the loads are antennas being driven by amplifiers.,RESULTS
1016,We design an active learning algorithm for cost-sensitive multiclass classification: problems where different errors have different costs.,BACKGROUND/RESULTS
1020,We prove COAL can be efficiently implemented for any regression family that admits squared loss optimization; it also enjoys strong guarantees with respect to predictive performance and labeling effort.,RESULTS
1021,"We empirically compare COAL to passive learning and several active learning baselines, showing significant improvements in labeling effort and test cost on real-world datasets.",RESULTS
1029,We introduce two simple mechanisms that make high locality possible in challenging scenarios and we show that we save up to several orders of magnitude inter-ISP traffic compared to traditional locality without adversely impacting peers download completion time.,RESULTS
1031,"We show that whereas the torrents we crawled generated 11.6 petabytes of inter-ISP traffic, our locality policy implemented for all torrents could have reduced the global inter-ISP traffic by up to 40%.",RESULTS
1035,Users are allowed to choose their interested flight of aerial mission.,RESULTS
1038,The flight trajectory is then recreated.,RESULTS
1039,Users can view the photographs and flight trajectory marks on the correct positions of 3D global.,RESULTS
1040,The scene along flight trajectory is also simulated at the plane's eye point.,RESULTS
1045,"In the experiments, we show that GCNs can predict DDIs from the molecular structures of drugs in high accuracy and the molecular information can enhance text-based DDI extraction by 2.39 percent points in the F-score on the DDIExtraction 2013 shared task data set.",RESULTS
1048,This paper introduces and studies the notions of strong 2.t and strong 3.t transformations in determining when two ternary words are strongly M-equivalent.,OBJECTIVES/METHODS/RESULTS
1049,"The irreducibility of strong 2.t transformations are then scrutinized, exemplified by a structural characterization of irreducible strong 2.2 transformations.",RESULTS
1050,The common limitation of these transformations in characterizing strong M-equivalence is then addressed.,RESULTS
1055,By optimizing execution KeystoneML achieves up to 15x training throughput over unoptimized execution on a real image classification application.,RESULTS
1059,A path is generated that takes into account the capabilities of the platform.,RESULTS
1060,"The proposed method is computationally efficient, enabling its implementation on a real multi-body robotic system.",RESULTS
1068,Our guided learning approach is competitive with or superior to state-of-the-art approaches on three standard benchmark datasets yet is completely unsupervised and can run in real time.,RESULTS
1074,"Our results indicate that HDL architecture with AE-GSC achieves 99.7% accuracy on seen writer dataset and 92.16% accuracy on shuffled writer dataset which out performs CEDAR-FOX, as for unseen writer dataset, AE-SIFT performs comparable to this sophisticated handwriting comparison tool.",RESULTS/CONCLUSIONS
