,Abstract,Task 1
860,"In contrast, in AI and robotics, a robot's body plan is usually designed by hand, and control policies are then optimized for that fixed design.",BACKGROUND
861,The task of simultaneously co-optimizing the morphology and controller of an embodied robot has remained a challenge.,BACKGROUND
862,"In psychology, the theory of embodied cognition posits that behavior arises from a close coupling between body plan and sensorimotor control, which suggests why co-optimizing these two subsystems is so difficult: most evolutionary changes to morphology tend to adversely impact sensorimotor control, leading to an overall decrease in behavioral performance.",BACKGROUND
867,Harnessing the magnetoelectric and inverse Rashba-Edelstein effects allows natural emulation of the behavior of an ideal cellular network.,BACKGROUND
868,This combination of effects offers an increase in speed and efficiency over other spintronic neural networks.,BACKGROUND
870,Integrating model-free and model-based approaches in reinforcement learning has the potential to achieve the high performance of model-free algorithms with low sample complexity.,BACKGROUND
876,The Internet of Things (IoT) being a promising technology of the future is expected to connect billions of devices.,BACKGROUND
877,The increased number of communication is expected to generate mountains of data and the security of data can be a threat.,BACKGROUND
878,The devices in the architecture are essentially smaller in size and low powered.,BACKGROUND
879,"Conventional encryption algorithms are generally computationally expensive due to their complexity and requires many rounds to encrypt, essentially wasting the constrained energy of the gadgets.",BACKGROUND/OBJECTIVES
887,"Social media for news consumption is becoming increasingly popular due to its easy access, fast dissemination, and low cost.",BACKGROUND
888,"However, social media also enable the wide propagation of ""fake news"", i.e., news with intentionally false information.",BACKGROUND
889,"Fake news on social media poses significant negative societal effects, and also presents unique challenges.",BACKGROUND
893,Increasing numbers of software vulnerabilities are discovered every year whether they are reported publicly or discovered internally in proprietary code.,BACKGROUND
894,"These vulnerabilities can pose serious risk of exploit and result in system compromise, information leaks, or denial of service.",BACKGROUND
901,"The process of recording Electroencephalography (EEG) signals is onerous, limiting the amount of training data available for downstream machine learning tasks, especially when using deep learning methods.",BACKGROUND
902,"Some previous works applied data augmentation techniques that slightly improve the performance, but there is no data like more data.",BACKGROUND
911,"Neural network based architectures used for sound recognition are usually adapted from other application domains, which may not harness sound related properties.",BACKGROUND
916,Neural networks with ReLU activations have achieved great empirical success in various domains.,BACKGROUND
